timestamp,load_MW,temperature,weekday,season
2020-03-26 00:00:00-05:00,70329,50.77,Thursday,Spring
2020-03-27 00:00:00-05:00,69888,57.68,Friday,Spring
2020-03-28 00:00:00-05:00,66695,48.03,Saturday,Spring
2020-03-29 00:00:00-05:00,63130,50.38,Sunday,Spring
2020-03-30 00:00:00-05:00,66593,60.74,Monday,Spring
2020-03-31 00:00:00-05:00,67726,54.67,Tuesday,Spring
2020-04-01 00:00:00-05:00,65777,56.05,Wednesday,Spring
2020-04-02 00:00:00-05:00,64331,63.38,Thursday,Spring
2020-04-03 00:00:00-05:00,65165,45.56,Friday,Spring
2020-04-04 00:00:00-05:00,61909,46.28,Saturday,Spring
2020-04-05 00:00:00-05:00,62029,58.3,Sunday,Spring
2020-04-06 00:00:00-05:00,65458,59.5,Monday,Spring
2020-04-07 00:00:00-05:00,67996,70.48,Tuesday,Spring
2020-04-08 00:00:00-05:00,70540,55.65,Wednesday,Spring
2020-04-09 00:00:00-05:00,68006,39.57,Thursday,Spring
2020-04-10 00:00:00-05:00,62458,49.54,Friday,Spring
2020-04-11 00:00:00-05:00,59764,60.52,Saturday,Spring
2020-04-12 00:00:00-05:00,61267,44.75,Sunday,Spring
2020-04-13 00:00:00-05:00,66821,33.69,Monday,Spring
2020-04-14 00:00:00-05:00,67378,30.98,Tuesday,Spring
2020-04-15 00:00:00-05:00,67735,34.87,Wednesday,Spring
2020-04-16 00:00:00-05:00,67425,45.39,Thursday,Spring
2020-04-17 00:00:00-05:00,65639,49.24,Friday,Spring
2020-04-18 00:00:00-05:00,59622,65.8,Saturday,Spring
2020-04-19 00:00:00-05:00,60713,50.47,Sunday,Spring
2020-04-20 00:00:00-05:00,63526,58.63,Monday,Spring
2020-04-21 00:00:00-05:00,65356,49.72,Tuesday,Spring
2020-04-22 00:00:00-05:00,64865,65.75,Wednesday,Spring
2020-04-23 00:00:00-05:00,65723,61.63,Thursday,Spring
2020-04-24 00:00:00-05:00,63347,67.0,Friday,Spring
2020-04-25 00:00:00-05:00,60196,69.47,Saturday,Spring
2020-04-26 00:00:00-05:00,59842,67.81,Sunday,Spring
2020-04-27 00:00:00-05:00,63970,73.27,Monday,Spring
2020-04-28 00:00:00-05:00,65633,59.44,Tuesday,Spring
2020-04-29 00:00:00-05:00,63564,63.11,Wednesday,Spring
2020-04-30 00:00:00-05:00,63541,69.08,Thursday,Spring
2020-05-01 00:00:00-05:00,62905,76.65,Friday,Spring
2020-05-02 00:00:00-05:00,64269,74.08,Saturday,Spring
2020-05-03 00:00:00-05:00,62868,65.18,Sunday,Spring
2020-05-04 00:00:00-05:00,67913,61.1,Monday,Spring
2020-05-05 00:00:00-05:00,67707,60.94,Tuesday,Spring
2020-05-06 00:00:00-05:00,64421,65.56,Wednesday,Spring
2020-05-07 00:00:00-05:00,63139,59.35,Thursday,Spring
2020-05-08 00:00:00-05:00,64343,49.49,Friday,Spring
2020-05-09 00:00:00-05:00,57979,60.99,Saturday,Spring
2020-05-10 00:00:00-05:00,60015,48.62,Sunday,Spring
2020-05-11 00:00:00-05:00,65432,55.55,Monday,Spring
2020-05-12 00:00:00-05:00,65299,59.82,Tuesday,Spring
2020-05-13 00:00:00-05:00,67574,61.22,Wednesday,Spring
2020-05-14 00:00:00-05:00,68610,73.61,Thursday,Spring
2020-05-15 00:00:00-05:00,67324,71.15,Friday,Spring
2020-05-16 00:00:00-05:00,64266,65.41,Saturday,Spring
2020-05-17 00:00:00-05:00,65102,53.73,Sunday,Spring
2020-05-18 00:00:00-05:00,69862,66.82,Monday,Spring
2020-05-19 00:00:00-05:00,70088,71.15,Tuesday,Spring
2020-05-20 00:00:00-05:00,68848,78.25,Wednesday,Spring
2020-05-21 00:00:00-05:00,71626,68.74,Thursday,Spring
2020-05-22 00:00:00-05:00,72478,67.94,Friday,Spring
2020-05-23 00:00:00-05:00,69279,71.42,Saturday,Spring
2020-05-24 00:00:00-05:00,75021,76.79,Sunday,Spring
2020-05-25 00:00:00-05:00,80193,79.6,Monday,Spring
2020-05-26 00:00:00-05:00,88307,80.47,Tuesday,Spring
2020-05-27 00:00:00-05:00,86174,77.52,Wednesday,Spring
2020-05-28 00:00:00-05:00,80873,78.7,Thursday,Spring
2020-05-29 00:00:00-05:00,74475,66.32,Friday,Spring
2020-05-30 00:00:00-05:00,68412,66.91,Saturday,Spring
2020-05-31 00:00:00-05:00,68858,76.97,Sunday,Spring
2020-06-01 00:00:00-05:00,80105,90.01,Monday,Summer
2020-06-02 00:00:00-05:00,97160,90.43,Tuesday,Summer
2020-06-03 00:00:00-05:00,93808,82.4,Wednesday,Summer
2020-06-04 00:00:00-05:00,94611,84.14,Thursday,Summer
2020-06-05 00:00:00-05:00,96391,81.1,Friday,Summer
2020-06-06 00:00:00-05:00,87712,77.91,Saturday,Summer
2020-06-07 00:00:00-05:00,85640,86.69,Sunday,Summer
2020-06-08 00:00:00-05:00,95420,95.7,Monday,Summer
2020-06-09 00:00:00-05:00,98087,84.33,Tuesday,Summer
2020-06-10 00:00:00-05:00,88551,71.55,Wednesday,Summer
2020-06-11 00:00:00-05:00,84712,77.3,Thursday,Summer
2020-06-12 00:00:00-05:00,85611,75.97,Friday,Summer
2020-06-13 00:00:00-05:00,77563,72.09,Saturday,Summer
2020-06-14 00:00:00-05:00,77470,77.71,Sunday,Summer
2020-06-15 00:00:00-05:00,88776,86.01,Monday,Summer
2020-06-16 00:00:00-05:00,94701,90.59,Tuesday,Summer
2020-06-17 00:00:00-05:00,98193,88.63,Wednesday,Summer
2020-06-18 00:00:00-05:00,99571,85.06,Thursday,Summer
2020-06-19 00:00:00-05:00,98046,76.32,Friday,Summer
2020-06-20 00:00:00-05:00,91102,74.45,Saturday,Summer
2020-06-21 00:00:00-05:00,85864,84.3,Sunday,Summer
2020-06-22 00:00:00-05:00,89661,74.36,Monday,Summer
2020-06-23 00:00:00-05:00,85834,77.21,Tuesday,Summer
2020-06-24 00:00:00-05:00,84250,79.0,Wednesday,Summer
2020-06-25 00:00:00-05:00,91558,86.16,Thursday,Summer
2020-06-26 00:00:00-05:00,94501,86.99,Friday,Summer
2020-06-27 00:00:00-05:00,92660,87.05,Saturday,Summer
2020-06-28 00:00:00-05:00,97033,86.95,Sunday,Summer
2020-06-29 00:00:00-05:00,102332,83.55,Monday,Summer
2020-06-30 00:00:00-05:00,103259,88.46,Tuesday,Summer
2020-07-01 00:00:00-05:00,104056,87.4,Wednesday,Summer
2020-07-02 00:00:00-05:00,107498,90.31,Thursday,Summer
2020-07-03 00:00:00-05:00,101503,90.96,Friday,Summer
2020-07-04 00:00:00-05:00,98167,90.5,Saturday,Summer
2020-07-05 00:00:00-05:00,99663,90.6,Sunday,Summer
2020-07-06 00:00:00-05:00,108086,87.12,Monday,Summer
2020-07-07 00:00:00-05:00,108681,86.69,Tuesday,Summer
2020-07-08 00:00:00-05:00,110103,92.97,Wednesday,Summer
2020-07-09 00:00:00-05:00,109763,82.15,Thursday,Summer
2020-07-10 00:00:00-05:00,103803,84.94,Friday,Summer
2020-07-11 00:00:00-05:00,101035,83.45,Saturday,Summer
2020-07-12 00:00:00-05:00,96418,82.24,Sunday,Summer
2020-07-13 00:00:00-05:00,103494,84.98,Monday,Summer
2020-07-14 00:00:00-05:00,104199,79.07,Tuesday,Summer
2020-07-15 00:00:00-05:00,102348,82.11,Wednesday,Summer
2020-07-16 00:00:00-05:00,98881,85.64,Thursday,Summer
2020-07-17 00:00:00-05:00,109320,89.93,Friday,Summer
2020-07-18 00:00:00-05:00,107520,91.91,Saturday,Summer
2020-07-19 00:00:00-05:00,95419,82.49,Sunday,Summer
2020-07-20 00:00:00-05:00,100547,81.71,Monday,Summer
2020-07-21 00:00:00-05:00,100635,80.71,Tuesday,Summer
2020-07-22 00:00:00-05:00,102298,70.08,Wednesday,Summer
2020-07-23 00:00:00-05:00,102408,81.37,Thursday,Summer
2020-07-24 00:00:00-05:00,104444,91.7,Friday,Summer
2020-07-25 00:00:00-05:00,102825,89.79,Saturday,Summer
2020-07-26 00:00:00-05:00,103518,84.79,Sunday,Summer
2020-07-27 00:00:00-05:00,101352,82.68,Monday,Summer
